# file...... Voltage_611_seconds.csv
# date...... Sat Sep 02 13:19:34 2017
# user...... Jon
# host...... (null)
# target.... node 52
# trigger... (none)
# interval.. 10
# limit..... 0
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2016-01-01 00:00:00 PST,+0,+0,+0,+0,-1210.63,+2132.31
2016-01-01 00:00:10 PST,+0,+0,+0,+0,-1210.63,+2132.31
2016-01-01 00:00:20 PST,+0,+0,+0,+0,-1210.62,+2132.3
2016-01-01 00:00:30 PST,+0,+0,+0,+0,-1218.06,+2145.34
2016-01-01 00:00:40 PST,+0,+0,+0,+0,-1218.06,+2145.34
2016-01-01 00:00:50 PST,+0,+0,+0,+0,-1218.06,+2145.33
2016-01-01 00:01:00 PST,+0,+0,+0,+0,-1225.55,+2158.32
2016-01-01 00:01:10 PST,+0,+0,+0,+0,-1225.6,+2158.3
2016-01-01 00:01:20 PST,+0,+0,+0,+0,-1225.58,+2158.29
2016-01-01 00:01:30 PST,+0,+0,+0,+0,-1233.03,+2171.33
2016-01-01 00:01:40 PST,+0,+0,+0,+0,-1233.03,+2171.33
2016-01-01 00:01:50 PST,+0,+0,+0,+0,-1233.48,+2171.29
2016-01-01 00:02:00 PST,+0,+0,+0,+0,-1240.85,+2184.09
2016-01-01 00:02:10 PST,+0,+0,+0,+0,-1240.81,+2184.08
2016-01-01 00:02:20 PST,+0,+0,+0,+0,-1242.13,+2184.4
2016-01-01 00:02:30 PST,+0,+0,+0,+0,-1249.48,+2197.42
2016-01-01 00:02:40 PST,+0,+0,+0,+0,-1249.52,+2197.42
2016-01-01 00:02:50 PST,+0,+0,+0,+0,-1249.48,+2197.43
2016-01-01 00:03:00 PST,+0,+0,+0,+0,-1256.99,+2210.43
2016-01-01 00:03:10 PST,+0,+0,+0,+0,-1257.01,+2210.42
2016-01-01 00:03:20 PST,+0,+0,+0,+0,-1257.01,+2210.44
2016-01-01 00:03:30 PST,+0,+0,+0,+0,-1264.48,+2223.48
2016-01-01 00:03:40 PST,+0,+0,+0,+0,-1264.48,+2223.48
2016-01-01 00:03:50 PST,+0,+0,+0,+0,-1262.38,+2223.09
2016-01-01 00:04:00 PST,+0,+0,+0,+0,-1260.37,+2222.41
2016-01-01 00:04:10 PST,+0,+0,+0,+0,-1258.07,+2221.61
2016-01-01 00:04:20 PST,+0,+0,+0,+0,-1258.01,+2221.55
2016-01-01 00:04:30 PST,+0,+0,+0,+0,-1258.04,+2221.54
2016-01-01 00:04:40 PST,+0,+0,+0,+0,-1257.76,+2222.15
2016-01-01 00:04:50 PST,+0,+0,+0,+0,-1257.83,+2222.13
2016-01-01 00:05:00 PST,+0,+0,+0,+0,-1257.46,+2221.64
2016-01-01 00:05:10 PST,+0,+0,+0,+0,-1257.2,+2222.24
2016-01-01 00:05:20 PST,+0,+0,+0,+0,-1257.04,+2222.01
2016-01-01 00:05:30 PST,+0,+0,+0,+0,-1256.23,+2222.87
2016-01-01 00:05:40 PST,+0,+0,+0,+0,-1254.48,+2223.81
2016-01-01 00:05:50 PST,+0,+0,+0,+0,-1254.85,+2222.67
2016-01-01 00:06:00 PST,+0,+0,+0,+0,-1254.36,+2222.31
2016-01-01 00:06:10 PST,+0,+0,+0,+0,-1249.83,+2222.75
2016-01-01 00:06:20 PST,+0,+0,+0,+0,-1249.78,+2222.77
2016-01-01 00:06:30 PST,+0,+0,+0,+0,-1250.94,+2224.5
2016-01-01 00:06:40 PST,+0,+0,+0,+0,-1250.66,+2225.05
2016-01-01 00:06:50 PST,+0,+0,+0,+0,-1251.67,+2223.75
2016-01-01 00:07:00 PST,+0,+0,+0,+0,-1251.77,+2223.73
2016-01-01 00:07:10 PST,+0,+0,+0,+0,-1252.72,+2225.14
2016-01-01 00:07:20 PST,+0,+0,+0,+0,-1251.97,+2226.05
2016-01-01 00:07:30 PST,+0,+0,+0,+0,-1251.94,+2226.05
2016-01-01 00:07:40 PST,+0,+0,+0,+0,-1253.75,+2225.72
2016-01-01 00:07:50 PST,+0,+0,+0,+0,-1253.43,+2225.23
2016-01-01 00:08:00 PST,+0,+0,+0,+0,-1255.2,+2224.91
2016-01-01 00:08:10 PST,+0,+0,+0,+0,-1255.2,+2224.9
2016-01-01 00:08:20 PST,+0,+0,+0,+0,-1248.93,+2225.98
2016-01-01 00:08:30 PST,+0,+0,+0,+0,-1248.89,+2226.04
2016-01-01 00:08:40 PST,+0,+0,+0,+0,-1250.31,+2226.35
2016-01-01 00:08:50 PST,+0,+0,+0,+0,-1250.3,+2226.37
2016-01-01 00:09:00 PST,+0,+0,+0,+0,-1246.06,+2220.15
2016-01-01 00:09:10 PST,+0,+0,+0,+0,-1236.66,+2226.26
2016-01-01 00:09:20 PST,+0,+0,+0,+0,-1227.67,+2227.19
2016-01-01 00:09:30 PST,+0,+0,+0,+0,-1227.29,+2225.85
2016-01-01 00:09:40 PST,+0,+0,+0,+0,-1223.44,+2224.9
2016-01-01 00:09:50 PST,+0,+0,+0,+0,-1225.1,+2224.68
2016-01-01 00:10:00 PST,+0,+0,+0,+0,-1228.26,+2221.55
2016-01-01 00:10:10 PST,+0,+0,+0,+0,-1229.09,+2220.03
2016-01-01 00:10:20 PST,+0,+0,+0,+0,-1227.05,+2224.8
2016-01-01 00:10:30 PST,+0,+0,+0,+0,-1226.73,+2225.34
2016-01-01 00:10:40 PST,+0,+0,+0,+0,-1227.27,+2227.35
2016-01-01 00:10:50 PST,+0,+0,+0,+0,-1227.27,+2227.35
2016-01-01 00:11:00 PST,+0,+0,+0,+0,-1227.19,+2227.1
2016-01-01 00:11:10 PST,+0,+0,+0,+0,-1223.81,+2227.58
2016-01-01 00:11:20 PST,+0,+0,+0,+0,-1224.62,+2226.78
2016-01-01 00:11:30 PST,+0,+0,+0,+0,-1226.41,+2225.29
2016-01-01 00:11:40 PST,+0,+0,+0,+0,-1229.59,+2228.23
2016-01-01 00:11:50 PST,+0,+0,+0,+0,-1232.11,+2225.83
2016-01-01 00:12:00 PST,+0,+0,+0,+0,-1232.34,+2226.31
2016-01-01 00:12:10 PST,+0,+0,+0,+0,-1232.36,+2226.28
2016-01-01 00:12:20 PST,+0,+0,+0,+0,-1230.27,+2224.57
2016-01-01 00:12:30 PST,+0,+0,+0,+0,-1227.6,+2223.84
2016-01-01 00:12:40 PST,+0,+0,+0,+0,-1229.17,+2221.64
2016-01-01 00:12:50 PST,+0,+0,+0,+0,-1227.06,+2224.05
2016-01-01 00:13:00 PST,+0,+0,+0,+0,-1227.06,+2224.05
2016-01-01 00:13:10 PST,+0,+0,+0,+0,-1224.74,+2223.84
2016-01-01 00:13:20 PST,+0,+0,+0,+0,-1224.73,+2223.82
2016-01-01 00:13:30 PST,+0,+0,+0,+0,-1224.71,+2223.83
