# file...... Voltage_692_seconds.csv
# date...... Sat Sep 02 13:19:34 2017
# user...... Jon
# host...... (null)
# target.... node 51
# trigger... (none)
# interval.. 10
# limit..... 0
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2016-01-01 00:00:00 PST,+2406.93,-58.0227,-1251.53,-2095.54,-1211.26,+2132.93
2016-01-01 00:00:10 PST,+2406.93,-58.0227,-1251.53,-2095.54,-1211.26,+2132.93
2016-01-01 00:00:20 PST,+2406.94,-58.0359,-1251.51,-2095.57,-1211.25,+2132.92
2016-01-01 00:00:30 PST,+2421.77,-58.1506,-1258.98,-2108.37,-1218.69,+2145.96
2016-01-01 00:00:40 PST,+2421.77,-58.1506,-1258.98,-2108.37,-1218.69,+2145.96
2016-01-01 00:00:50 PST,+2421.77,-58.1608,-1258.96,-2108.4,-1218.69,+2145.95
2016-01-01 00:01:00 PST,+2436.56,-58.3653,-1266.44,-2121.26,-1226.18,+2158.95
2016-01-01 00:01:10 PST,+2436.52,-58.3984,-1266.47,-2121.28,-1226.23,+2158.93
2016-01-01 00:01:20 PST,+2436.55,-58.4072,-1266.42,-2121.32,-1226.22,+2158.92
2016-01-01 00:01:30 PST,+2451.36,-58.5359,-1273.92,-2134.12,-1233.67,+2171.96
2016-01-01 00:01:40 PST,+2451.36,-58.5359,-1273.92,-2134.12,-1233.67,+2171.96
2016-01-01 00:01:50 PST,+2451.2,-58.5835,-1274.02,-2134.24,-1234.12,+2171.92
2016-01-01 00:02:00 PST,+2466.12,-59.0389,-1281.23,-2147.66,-1241.49,+2184.72
2016-01-01 00:02:10 PST,+2466.02,-59.1191,-1281.32,-2147.56,-1241.44,+2184.71
2016-01-01 00:02:20 PST,+2466.54,-58.0402,-1281.01,-2147.78,-1242.69,+2184.99
2016-01-01 00:02:30 PST,+2481.63,-58.0325,-1288.25,-2160.78,-1250.04,+2198.01
2016-01-01 00:02:40 PST,+2481.63,-58.0011,-1288.24,-2160.79,-1250.09,+2198.01
2016-01-01 00:02:50 PST,+2481.71,-57.9454,-1288.15,-2160.83,-1250.05,+2198.01
2016-01-01 00:03:00 PST,+2496.47,-58.1457,-1295.67,-2173.66,-1257.57,+2211.01
2016-01-01 00:03:10 PST,+2496.46,-58.1467,-1295.68,-2173.66,-1257.59,+2211.01
2016-01-01 00:03:20 PST,+2496.48,-58.1116,-1295.67,-2173.65,-1257.58,+2211.02
2016-01-01 00:03:30 PST,+2511.28,-58.2186,-1303.19,-2186.41,-1265.06,+2224.07
2016-01-01 00:03:40 PST,+2511.28,-58.2186,-1303.19,-2186.41,-1265.06,+2224.07
2016-01-01 00:03:50 PST,+2513.32,-57.7338,-1300.34,-2188.17,-1262.95,+2223.68
2016-01-01 00:04:00 PST,+2526.15,-60.6442,-1309.08,-2200.06,-1261.02,+2223.06
2016-01-01 00:04:10 PST,+2524.54,-63.3126,-1309.83,-2199.34,-1258.86,+2222.38
2016-01-01 00:04:20 PST,+2524.31,-63.5752,-1309.99,-2199.27,-1258.8,+2222.32
2016-01-01 00:04:30 PST,+2539.11,-63.7624,-1317.46,-2212.14,-1258.83,+2222.31
2016-01-01 00:04:40 PST,+2539.74,-62.1881,-1317.18,-2211.41,-1258.55,+2222.92
2016-01-01 00:04:50 PST,+2539.71,-62.1916,-1317.21,-2211.41,-1258.63,+2222.91
2016-01-01 00:05:00 PST,+2540.23,-62.7517,-1316.06,-2212.75,-1258.26,+2222.41
2016-01-01 00:05:10 PST,+2540.92,-61.1225,-1315.69,-2212.08,-1258,+2223.01
2016-01-01 00:05:20 PST,+2541.14,-61.3858,-1315.15,-2212.7,-1257.83,+2222.79
2016-01-01 00:05:30 PST,+2542.59,-58.8492,-1313.78,-2212.11,-1257.04,+2223.6
2016-01-01 00:05:40 PST,+2543.56,-56.6175,-1313.26,-2210.72,-1255.32,+2224.49
2016-01-01 00:05:50 PST,+2543.28,-58.2961,-1312.58,-2212.39,-1255.22,+2223.24
2016-01-01 00:06:00 PST,+2542.77,-59.3466,-1312.59,-2212.59,-1254.72,+2222.88
2016-01-01 00:06:10 PST,+2543.94,-60.0675,-1311.26,-2212.72,-1250.19,+2223.33
2016-01-01 00:06:20 PST,+2544.03,-59.9646,-1311.16,-2212.75,-1250.14,+2223.35
2016-01-01 00:06:30 PST,+2542.42,-57.9079,-1314.9,-2208.08,-1251.3,+2225.09
2016-01-01 00:06:40 PST,+2543.05,-56.4355,-1314.56,-2207.46,-1251.01,+2225.64
2016-01-01 00:06:50 PST,+2543.36,-57.6709,-1312.94,-2210.17,-1252.02,+2224.34
