# file...... Voltage_633_seconds.csv
# date...... Sat Sep 02 13:19:34 2017
# user...... Jon
# host...... (null)
# target.... node 39
# trigger... (none)
# interval.. 10
# limit..... 0
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2016-01-01 00:00:00 PST,+2420.12,-36.566,-1234.04,-2103.03,-1220.13,+2133.56
2016-01-01 00:00:10 PST,+2420.12,-36.566,-1234.04,-2103.03,-1220.13,+2133.56
2016-01-01 00:00:20 PST,+2420.12,-36.5726,-1234.03,-2103.05,-1220.12,+2133.56
2016-01-01 00:00:30 PST,+2434.97,-36.6864,-1241.47,-2115.89,-1227.58,+2146.58
2016-01-01 00:00:40 PST,+2434.97,-36.6864,-1241.47,-2115.89,-1227.58,+2146.58
2016-01-01 00:00:50 PST,+2434.98,-36.6964,-1241.45,-2115.91,-1227.57,+2146.57
2016-01-01 00:01:00 PST,+2449.79,-36.8528,-1248.9,-2128.77,-1235.06,+2159.58
2016-01-01 00:01:10 PST,+2449.77,-36.871,-1248.92,-2128.78,-1235.09,+2159.57
2016-01-01 00:01:20 PST,+2449.78,-36.875,-1248.9,-2128.81,-1235.09,+2159.56
2016-01-01 00:01:30 PST,+2464.61,-36.9924,-1256.36,-2141.63,-1242.55,+2172.59
2016-01-01 00:01:40 PST,+2464.61,-36.9924,-1256.36,-2141.63,-1242.55,+2172.59
2016-01-01 00:01:50 PST,+2464.53,-37.0161,-1256.4,-2141.69,-1242.78,+2172.57
2016-01-01 00:02:00 PST,+2479.43,-37.3327,-1263.67,-2154.92,-1250.19,+2185.45
2016-01-01 00:02:10 PST,+2479.37,-37.3691,-1263.73,-2154.85,-1250.17,+2185.46
2016-01-01 00:02:20 PST,+2479.65,-36.7713,-1263.57,-2154.94,-1250.83,+2185.6
2016-01-01 00:02:30 PST,+2494.63,-36.8122,-1270.9,-2167.88,-1258.25,+2198.62
2016-01-01 00:02:40 PST,+2494.63,-36.7953,-1270.9,-2167.88,-1258.27,+2198.62
2016-01-01 00:02:50 PST,+2494.66,-36.7649,-1270.85,-2167.91,-1258.25,+2198.63
2016-01-01 00:03:00 PST,+2509.47,-36.9236,-1278.32,-2180.76,-1265.74,+2211.63
2016-01-01 00:03:10 PST,+2509.47,-36.9242,-1278.32,-2180.76,-1265.75,+2211.63
2016-01-01 00:03:20 PST,+2509.47,-36.9057,-1278.32,-2180.75,-1265.75,+2211.64
2016-01-01 00:03:30 PST,+2524.29,-37.0101,-1285.79,-2193.56,-1273.24,+2224.67
2016-01-01 00:03:40 PST,+2524.29,-37.0101,-1285.79,-2193.56,-1273.24,+2224.67
2016-01-01 00:03:50 PST,+2525.32,-36.7233,-1284.31,-2194.49,-1272.16,+2224.48
2016-01-01 00:04:00 PST,+2539.23,-38.3879,-1292.22,-2206.88,-1270.93,+2224.14
2016-01-01 00:04:10 PST,+2538.26,-39.8165,-1292.77,-2206.29,-1269.83,+2223.86
2016-01-01 00:04:20 PST,+2538.13,-39.9426,-1292.87,-2206.21,-1269.79,+2223.84
2016-01-01 00:04:30 PST,+2552.96,-40.1,-1300.3,-2219.09,-1269.81,+2223.83
2016-01-01 00:04:40 PST,+2553.29,-39.269,-1300.16,-2218.73,-1269.67,+2224.14
2016-01-01 00:04:50 PST,+2553.27,-39.2707,-1300.17,-2218.73,-1269.71,+2224.13
2016-01-01 00:05:00 PST,+2553.53,-39.5495,-1299.56,-2219.43,-1269.52,+2223.88
2016-01-01 00:05:10 PST,+2553.89,-38.6882,-1299.38,-2219.1,-1269.39,+2224.18
2016-01-01 00:05:20 PST,+2554.12,-38.9577,-1298.82,-2219.72,-1269.22,+2223.95
2016-01-01 00:05:30 PST,+2554.86,-37.6101,-1298.11,-2219.45,-1268.82,+2224.36
2016-01-01 00:05:40 PST,+2555.36,-36.442,-1297.85,-2218.75,-1267.92,+2224.8
2016-01-01 00:05:50 PST,+2555.23,-37.3187,-1297.44,-2219.62,-1267.79,+2224.16
2016-01-01 00:06:00 PST,+2555.09,-38.0268,-1297.16,-2220.04,-1267.43,+2223.86
2016-01-01 00:06:10 PST,+2555.63,-38.3644,-1296.55,-2219.98,-1265.06,+2224.16
2016-01-01 00:06:20 PST,+2555.68,-38.309,-1296.5,-2220,-1265.04,+2224.17
2016-01-01 00:06:30 PST,+2554.51,-36.8579,-1299.28,-2216.62,-1265.87,+2225.4
2016-01-01 00:06:40 PST,+2554.84,-36.0836,-1299.1,-2216.32,-1265.73,+2225.67
2016-01-01 00:06:50 PST,+2554.99,-36.7003,-1298.23,-2217.74,-1266.28,+2225
2016-01-01 00:07:00 PST,+2554.99,-36.6932,-1298.22,-2217.76,-1266.33,+2224.99
2016-01-01 00:07:10 PST,+2554.34,-35.8425,-1299.81,-2215.83,-1266.81,+2225.69
2016-01-01 00:07:20 PST,+2555.26,-34.525,-1298.85,-2215.88,-1266.33,+2226.01
2016-01-01 00:07:30 PST,+2555.29,-34.5185,-1298.81,-2215.92,-1266.31,+2226.01
2016-01-01 00:07:40 PST,+2554.93,-34.5635,-1299.13,-2215.95,-1267.26,+2225.83
2016-01-01 00:07:50 PST,+2555.16,-34.8511,-1298.57,-2216.62,-1267.1,+2225.58
2016-01-01 00:08:00 PST,+2554.81,-34.8959,-1298.89,-2216.65,-1268.03,+2225.41
2016-01-01 00:08:10 PST,+2554.81,-34.9024,-1298.87,-2216.67,-1268.03,+2225.4
2016-01-01 00:08:20 PST,+2556.13,-33.9086,-1297.82,-2216.28,-1265.38,+2226.12
2016-01-01 00:08:30 PST,+2556.17,-33.8395,-1297.8,-2216.25,-1265.36,+2226.15
2016-01-01 00:08:40 PST,+2556.16,-33.0274,-1297.96,-2215.91,-1266.11,+2226.29
2016-01-01 00:08:50 PST,+2556.18,-32.9999,-1297.96,-2215.9,-1266.1,+2226.3
