# file...... Voltage_646_seconds.csv
# date...... Sat Sep 02 13:19:34 2017
# user...... Jon
# host...... (null)
# target.... node 47
# trigger... (none)
# interval.. 10
# limit..... 0
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2016-01-01 00:00:00 PST,+0,+0,-1235.2,-2098.69,-1220.82,+2134.54
2016-01-01 00:00:10 PST,+0,+0,-1235.2,-2098.69,-1220.82,+2134.54
2016-01-01 00:00:20 PST,+0,+0,-1235.18,-2098.7,-1220.81,+2134.53
2016-01-01 00:00:30 PST,+0,+0,-1242.62,-2111.54,-1228.27,+2147.56
2016-01-01 00:00:40 PST,+0,+0,-1242.62,-2111.54,-1228.27,+2147.56
2016-01-01 00:00:50 PST,+0,+0,-1242.6,-2111.58,-1228.26,+2147.55
2016-01-01 00:01:00 PST,+0,+0,-1250.05,-2124.43,-1235.75,+2160.56
2016-01-01 00:01:10 PST,+0,+0,-1250.07,-2124.44,-1235.78,+2160.54
2016-01-01 00:01:20 PST,+0,+0,-1250.05,-2124.46,-1235.77,+2160.54
2016-01-01 00:01:30 PST,+0,+0,-1257.51,-2137.28,-1243.24,+2173.57
2016-01-01 00:01:40 PST,+0,+0,-1257.51,-2137.28,-1243.24,+2173.57
2016-01-01 00:01:50 PST,+0,+0,-1257.56,-2137.34,-1243.47,+2173.55
2016-01-01 00:02:00 PST,+0,+0,-1264.83,-2150.63,-1250.88,+2186.42
2016-01-01 00:02:10 PST,+0,+0,-1264.89,-2150.53,-1250.86,+2186.43
2016-01-01 00:02:20 PST,+0,+0,-1264.73,-2150.59,-1251.52,+2186.58
2016-01-01 00:02:30 PST,+0,+0,-1272.06,-2163.51,-1258.94,+2199.61
2016-01-01 00:02:40 PST,+0,+0,-1272.06,-2163.51,-1258.96,+2199.61
2016-01-01 00:02:50 PST,+0,+0,-1272.01,-2163.54,-1258.94,+2199.61
2016-01-01 00:03:00 PST,+0,+0,-1279.48,-2176.39,-1266.44,+2212.61
2016-01-01 00:03:10 PST,+0,+0,-1279.48,-2176.39,-1266.45,+2212.61
2016-01-01 00:03:20 PST,+0,+0,-1279.48,-2176.38,-1266.45,+2212.62
2016-01-01 00:03:30 PST,+0,+0,-1286.96,-2189.16,-1273.94,+2225.66
2016-01-01 00:03:40 PST,+0,+0,-1286.96,-2189.16,-1273.94,+2225.66
2016-01-01 00:03:50 PST,+0,+0,-1285.48,-2190.1,-1272.86,+2225.46
2016-01-01 00:04:00 PST,+0,+0,-1293.3,-2202.62,-1271.6,+2225.11
2016-01-01 00:04:10 PST,+0,+0,-1293.85,-2201.77,-1270.52,+2224.88
2016-01-01 00:04:20 PST,+0,+0,-1293.95,-2201.66,-1270.49,+2224.87
2016-01-01 00:04:30 PST,+0,+0,-1301.38,-2214.55,-1270.5,+2224.87
2016-01-01 00:04:40 PST,+0,+0,-1301.24,-2214.18,-1270.36,+2225.17
2016-01-01 00:04:50 PST,+0,+0,-1301.25,-2214.18,-1270.4,+2225.16
2016-01-01 00:05:00 PST,+0,+0,-1300.65,-2214.89,-1270.21,+2224.91
2016-01-01 00:05:10 PST,+0,+0,-1300.46,-2214.56,-1270.08,+2225.21
2016-01-01 00:05:20 PST,+0,+0,-1299.81,-2215.51,-1269.86,+2224.91
2016-01-01 00:05:30 PST,+0,+0,-1299.11,-2215.23,-1269.46,+2225.32
2016-01-01 00:05:40 PST,+0,+0,-1298.84,-2214.54,-1268.56,+2225.76
2016-01-01 00:05:50 PST,+0,+0,-1298.44,-2215.43,-1268.43,+2225.11
2016-01-01 00:06:00 PST,+0,+0,-1298,-2216.4,-1267.98,+2224.69
2016-01-01 00:06:10 PST,+0,+0,-1297.4,-2216.24,-1265.62,+2225.02
2016-01-01 00:06:20 PST,+0,+0,-1297.35,-2216.25,-1265.59,+2225.03
2016-01-01 00:06:30 PST,+0,+0,-1300.36,-2211.9,-1266.58,+2226.47
2016-01-01 00:06:40 PST,+0,+0,-1300.18,-2211.61,-1266.43,+2226.74
2016-01-01 00:06:50 PST,+0,+0,-1299.31,-2213.03,-1266.99,+2226.08
2016-01-01 00:07:00 PST,+0,+0,-1299.3,-2213.05,-1267.04,+2226.06
2016-01-01 00:07:10 PST,+0,+0,-1300.89,-2211.12,-1267.51,+2226.77
2016-01-01 00:07:20 PST,+0,+0,-1299.77,-2211.78,-1266.94,+2226.95
2016-01-01 00:07:30 PST,+0,+0,-1299.72,-2211.83,-1266.91,+2226.94
2016-01-01 00:07:40 PST,+0,+0,-1300.04,-2211.86,-1267.87,+2226.76
2016-01-01 00:07:50 PST,+0,+0,-1299.48,-2212.54,-1267.71,+2226.52
2016-01-01 00:08:00 PST,+0,+0,-1299.8,-2212.57,-1268.64,+2226.34
2016-01-01 00:08:10 PST,+0,+0,-1299.78,-2212.58,-1268.63,+2226.34
2016-01-01 00:08:20 PST,+0,+0,-1298.73,-2212.2,-1265.98,+2227.06
2016-01-01 00:08:30 PST,+0,+0,-1298.71,-2212.17,-1265.96,+2227.08
