# file...... Voltage_652_seconds.csv
# date...... Sat Sep 02 13:19:34 2017
# user...... Jon
# host...... (null)
# target.... node 48
# trigger... (none)
# interval.. 10
# limit..... 0
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2016-01-01 00:00:00 PST,+2403.15,-59.5221,+0,+0,+0,+0
2016-01-01 00:00:10 PST,+2403.15,-59.5221,+0,+0,+0,+0
2016-01-01 00:00:20 PST,+2403.16,-59.5353,+0,+0,+0,+0
2016-01-01 00:00:30 PST,+2417.98,-59.6532,+0,+0,+0,+0
2016-01-01 00:00:40 PST,+2417.98,-59.6532,+0,+0,+0,+0
2016-01-01 00:00:50 PST,+2417.99,-59.6633,+0,+0,+0,+0
2016-01-01 00:01:00 PST,+2432.77,-59.8708,+0,+0,+0,+0
2016-01-01 00:01:10 PST,+2432.73,-59.9038,+0,+0,+0,+0
2016-01-01 00:01:20 PST,+2432.76,-59.9109,+0,+0,+0,+0
2016-01-01 00:01:30 PST,+2447.56,-60.0428,+0,+0,+0,+0
2016-01-01 00:01:40 PST,+2447.56,-60.0428,+0,+0,+0,+0
2016-01-01 00:01:50 PST,+2447.41,-60.0902,+0,+0,+0,+0
2016-01-01 00:02:00 PST,+2462.32,-60.5484,+0,+0,+0,+0
2016-01-01 00:02:10 PST,+2462.19,-60.631,+0,+0,+0,+0
2016-01-01 00:02:20 PST,+2462.71,-59.5512,+0,+0,+0,+0
2016-01-01 00:02:30 PST,+2477.83,-59.5422,+0,+0,+0,+0
2016-01-01 00:02:40 PST,+2477.83,-59.5108,+0,+0,+0,+0
2016-01-01 00:02:50 PST,+2477.93,-59.4434,+0,+0,+0,+0
2016-01-01 00:03:00 PST,+2492.69,-59.6468,+0,+0,+0,+0
2016-01-01 00:03:10 PST,+2492.68,-59.6479,+0,+0,+0,+0
2016-01-01 00:03:20 PST,+2492.69,-59.6128,+0,+0,+0,+0
2016-01-01 00:03:30 PST,+2507.49,-59.7231,+0,+0,+0,+0
2016-01-01 00:03:40 PST,+2507.49,-59.7231,+0,+0,+0,+0
2016-01-01 00:03:50 PST,+2509.53,-59.2395,+0,+0,+0,+0
2016-01-01 00:04:00 PST,+2522.21,-62.1699,+0,+0,+0,+0
2016-01-01 00:04:10 PST,+2520.3,-64.8777,+0,+0,+0,+0
2016-01-01 00:04:20 PST,+2520.07,-65.1397,+0,+0,+0,+0
2016-01-01 00:04:30 PST,+2534.87,-65.3282,+0,+0,+0,+0
2016-01-01 00:04:40 PST,+2535.5,-63.7566,+0,+0,+0,+0
2016-01-01 00:04:50 PST,+2535.47,-63.7601,+0,+0,+0,+0
2016-01-01 00:05:00 PST,+2535.99,-64.3194,+0,+0,+0,+0
2016-01-01 00:05:10 PST,+2536.67,-62.6932,+0,+0,+0,+0
2016-01-01 00:05:20 PST,+2536.9,-62.9561,+0,+0,+0,+0
2016-01-01 00:05:30 PST,+2538.7,-60.2565,+0,+0,+0,+0
2016-01-01 00:05:40 PST,+2540.16,-57.8413,+0,+0,+0,+0
2016-01-01 00:05:50 PST,+2539.64,-59.5451,+0,+0,+0,+0
2016-01-01 00:06:00 PST,+2539.13,-60.5941,+0,+0,+0,+0
2016-01-01 00:06:10 PST,+2540.17,-61.3298,+0,+0,+0,+0
2016-01-01 00:06:20 PST,+2540.26,-61.2271,+0,+0,+0,+0
2016-01-01 00:06:30 PST,+2538.65,-59.1733,+0,+0,+0,+0
2016-01-01 00:06:40 PST,+2539.28,-57.7032,+0,+0,+0,+0
2016-01-01 00:06:50 PST,+2539.61,-58.9314,+0,+0,+0,+0
2016-01-01 00:07:00 PST,+2539.6,-58.9198,+0,+0,+0,+0
2016-01-01 00:07:10 PST,+2538.3,-57.2182,+0,+0,+0,+0
2016-01-01 00:07:20 PST,+2539.82,-54.4398,+0,+0,+0,+0
2016-01-01 00:07:30 PST,+2539.88,-54.4126,+0,+0,+0,+0
2016-01-01 00:07:40 PST,+2539.16,-54.5027,+0,+0,+0,+0
2016-01-01 00:07:50 PST,+2539.63,-55.0768,+0,+0,+0,+0
2016-01-01 00:08:00 PST,+2538.93,-55.1664,+0,+0,+0,+0
2016-01-01 00:08:10 PST,+2538.94,-55.1793,+0,+0,+0,+0
2016-01-01 00:08:20 PST,+2542.23,-53.0789,+0,+0,+0,+0
2016-01-01 00:08:30 PST,+2542.37,-52.942,+0,+0,+0,+0
