# file...... Voltage_645_seconds.csv
# date...... Sat Sep 02 13:19:34 2017
# user...... Jon
# host...... (null)
# target.... node 46
# trigger... (none)
# interval.. 10
# limit..... 0
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2016-01-01 00:00:00 PST,+0,+0,-1234.98,-2099.51,-1220.69,+2134.35
2016-01-01 00:00:10 PST,+0,+0,-1234.98,-2099.51,-1220.69,+2134.35
2016-01-01 00:00:20 PST,+0,+0,-1234.97,-2099.52,-1220.68,+2134.35
2016-01-01 00:00:30 PST,+0,+0,-1242.41,-2112.36,-1228.14,+2147.37
2016-01-01 00:00:40 PST,+0,+0,-1242.41,-2112.36,-1228.14,+2147.37
2016-01-01 00:00:50 PST,+0,+0,-1242.38,-2112.4,-1228.13,+2147.36
2016-01-01 00:01:00 PST,+0,+0,-1249.84,-2125.25,-1235.62,+2160.37
2016-01-01 00:01:10 PST,+0,+0,-1249.85,-2125.26,-1235.65,+2160.36
2016-01-01 00:01:20 PST,+0,+0,-1249.83,-2125.28,-1235.65,+2160.35
2016-01-01 00:01:30 PST,+0,+0,-1257.3,-2138.09,-1243.11,+2173.39
2016-01-01 00:01:40 PST,+0,+0,-1257.3,-2138.09,-1243.11,+2173.39
2016-01-01 00:01:50 PST,+0,+0,-1257.34,-2138.16,-1243.35,+2173.37
2016-01-01 00:02:00 PST,+0,+0,-1264.61,-2151.45,-1250.75,+2186.23
2016-01-01 00:02:10 PST,+0,+0,-1264.67,-2151.36,-1250.73,+2186.24
2016-01-01 00:02:20 PST,+0,+0,-1264.51,-2151.42,-1251.39,+2186.4
2016-01-01 00:02:30 PST,+0,+0,-1271.84,-2164.34,-1258.81,+2199.42
2016-01-01 00:02:40 PST,+0,+0,-1271.84,-2164.34,-1258.83,+2199.42
2016-01-01 00:02:50 PST,+0,+0,-1271.79,-2164.37,-1258.81,+2199.42
2016-01-01 00:03:00 PST,+0,+0,-1279.26,-2177.22,-1266.31,+2212.43
2016-01-01 00:03:10 PST,+0,+0,-1279.27,-2177.22,-1266.32,+2212.42
2016-01-01 00:03:20 PST,+0,+0,-1279.26,-2177.21,-1266.32,+2212.43
2016-01-01 00:03:30 PST,+0,+0,-1286.74,-2190,-1273.8,+2225.47
2016-01-01 00:03:40 PST,+0,+0,-1286.74,-2190,-1273.8,+2225.47
2016-01-01 00:03:50 PST,+0,+0,-1285.26,-2190.93,-1272.72,+2225.28
2016-01-01 00:04:00 PST,+0,+0,-1293.09,-2203.5,-1271.46,+2224.9
2016-01-01 00:04:10 PST,+0,+0,-1293.63,-2202.72,-1270.37,+2224.67
