# file...... Voltage_675_seconds.csv
# date...... Sat Sep 02 13:19:34 2017
# user...... Jon
# host...... (null)
# target.... node 50
# trigger... (none)
# interval.. 10
# limit..... 0
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2016-01-01 00:00:00 PST,+2401.65,-59.0474,-1252.16,-2078.82,-1204.16,+2135.05
2016-01-01 00:00:10 PST,+2401.65,-59.0474,-1252.16,-2078.82,-1204.16,+2135.05
2016-01-01 00:00:20 PST,+2401.66,-59.0664,-1252.14,-2078.86,-1204.16,+2135.04
2016-01-01 00:00:30 PST,+2416.52,-59.1577,-1259.6,-2091.63,-1211.58,+2148.09
2016-01-01 00:00:40 PST,+2416.52,-59.1577,-1259.6,-2091.63,-1211.58,+2148.09
2016-01-01 00:00:50 PST,+2416.53,-59.1678,-1259.58,-2091.65,-1211.57,+2148.08
2016-01-01 00:01:00 PST,+2431.31,-59.3673,-1267.07,-2104.48,-1219.06,+2161.08
2016-01-01 00:01:10 PST,+2431.27,-59.4002,-1267.09,-2104.49,-1219.11,+2161.06
2016-01-01 00:01:20 PST,+2431.3,-59.4089,-1267.05,-2104.53,-1219.1,+2161.05
2016-01-01 00:01:30 PST,+2446.1,-59.5331,-1274.55,-2117.29,-1226.54,+2174.1
2016-01-01 00:01:40 PST,+2446.1,-59.5331,-1274.55,-2117.29,-1226.54,+2174.1
2016-01-01 00:01:50 PST,+2445.95,-59.5801,-1274.64,-2117.41,-1226.99,+2174.07
2016-01-01 00:02:00 PST,+2460.86,-60.0288,-1281.86,-2130.79,-1234.35,+2186.88
2016-01-01 00:02:10 PST,+2460.76,-60.1103,-1281.93,-2130.66,-1234.27,+2186.86
2016-01-01 00:02:20 PST,+2461.7,-58.9168,-1281.65,-2131.3,-1235.8,+2187.24
2016-01-01 00:02:30 PST,+2476.79,-58.9202,-1288.93,-2144.4,-1243.19,+2200.25
2016-01-01 00:02:40 PST,+2476.79,-58.8926,-1288.92,-2144.42,-1243.24,+2200.25
2016-01-01 00:02:50 PST,+2476.87,-58.837,-1288.83,-2144.46,-1243.2,+2200.25
2016-01-01 00:03:00 PST,+2491.62,-59.033,-1296.36,-2157.25,-1250.71,+2213.26
2016-01-01 00:03:10 PST,+2491.61,-59.034,-1296.36,-2157.25,-1250.73,+2213.26
