# file...... Voltage_634_seconds.csv
# date...... Sat Sep 02 13:19:34 2017
# user...... Jon
# host...... (null)
# target.... node 45
# trigger... (none)
# interval.. 10
# limit..... 0
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2016-01-01 00:00:00 PST,+279.244,-4.21915,-142.39,-242.657,-140.784,+246.18
2016-01-01 00:00:10 PST,+279.244,-4.21915,-142.39,-242.657,-140.784,+246.18
2016-01-01 00:00:20 PST,+279.245,-4.21992,-142.388,-242.659,-140.783,+246.18
2016-01-01 00:00:30 PST,+280.958,-4.23304,-143.247,-244.141,-141.643,+247.683
2016-01-01 00:00:40 PST,+280.958,-4.23304,-143.247,-244.141,-141.643,+247.683
2016-01-01 00:00:50 PST,+280.959,-4.2342,-143.244,-244.144,-141.643,+247.682
2016-01-01 00:01:00 PST,+282.668,-4.25225,-144.104,-245.628,-142.506,+249.182
2016-01-01 00:01:10 PST,+282.666,-4.25434,-144.106,-245.629,-142.511,+249.181
2016-01-01 00:01:20 PST,+282.667,-4.25481,-144.104,-245.631,-142.51,+249.18
2016-01-01 00:01:30 PST,+284.378,-4.26835,-144.964,-247.111,-143.371,+250.684
2016-01-01 00:01:40 PST,+284.378,-4.26835,-144.964,-247.111,-143.371,+250.684
2016-01-01 00:01:50 PST,+284.369,-4.27109,-144.97,-247.119,-143.398,+250.681
2016-01-01 00:02:00 PST,+286.088,-4.30762,-145.808,-248.645,-144.253,+252.167
2016-01-01 00:02:10 PST,+286.082,-4.31182,-145.815,-248.637,-144.25,+252.168
2016-01-01 00:02:20 PST,+286.114,-4.24284,-145.797,-248.647,-144.327,+252.185
2016-01-01 00:02:30 PST,+287.841,-4.24756,-146.642,-250.14,-145.182,+253.687
2016-01-01 00:02:40 PST,+287.841,-4.24562,-146.642,-250.14,-145.185,+253.687
2016-01-01 00:02:50 PST,+287.846,-4.24211,-146.637,-250.143,-145.182,+253.688
2016-01-01 00:03:00 PST,+289.554,-4.26042,-147.498,-251.626,-146.047,+255.188
2016-01-01 00:03:10 PST,+289.554,-4.26048,-147.499,-251.626,-146.049,+255.188
2016-01-01 00:03:20 PST,+289.555,-4.25834,-147.498,-251.625,-146.048,+255.189
2016-01-01 00:03:30 PST,+291.265,-4.27039,-148.361,-253.103,-146.912,+256.693
2016-01-01 00:03:40 PST,+291.265,-4.27039,-148.361,-253.103,-146.912,+256.693
2016-01-01 00:03:50 PST,+291.383,-4.2373,-148.19,-253.211,-146.787,+256.67
2016-01-01 00:04:00 PST,+292.988,-4.42937,-149.103,-254.64,-146.646,+256.632
2016-01-01 00:04:10 PST,+292.876,-4.59421,-149.165,-254.572,-146.518,+256.599
2016-01-01 00:04:20 PST,+292.861,-4.60876,-149.177,-254.563,-146.515,+256.597
2016-01-01 00:04:30 PST,+294.573,-4.62692,-150.034,-256.049,-146.516,+256.596
2016-01-01 00:04:40 PST,+294.61,-4.53104,-150.018,-256.007,-146.5,+256.631
2016-01-01 00:04:50 PST,+294.608,-4.53124,-150.02,-256.007,-146.505,+256.63
2016-01-01 00:05:00 PST,+294.638,-4.56341,-149.95,-256.088,-146.483,+256.602
2016-01-01 00:05:10 PST,+294.679,-4.46402,-149.928,-256.05,-146.468,+256.636
2016-01-01 00:05:20 PST,+294.706,-4.49512,-149.863,-256.122,-146.449,+256.61
2016-01-01 00:05:30 PST,+294.792,-4.33962,-149.782,-256.09,-146.402,+256.657
2016-01-01 00:05:40 PST,+294.849,-4.20485,-149.752,-256.01,-146.298,+256.708
2016-01-01 00:05:50 PST,+294.834,-4.306,-149.705,-256.11,-146.284,+256.634
2016-01-01 00:06:00 PST,+294.818,-4.3877,-149.672,-256.158,-146.242,+256.599
2016-01-01 00:06:10 PST,+294.881,-4.42667,-149.602,-256.152,-145.969,+256.634
2016-01-01 00:06:20 PST,+294.886,-4.42027,-149.596,-256.153,-145.966,+256.635
2016-01-01 00:06:30 PST,+294.751,-4.25283,-149.917,-255.764,-146.062,+256.776
2016-01-01 00:06:40 PST,+294.789,-4.16349,-149.897,-255.73,-146.046,+256.808
2016-01-01 00:06:50 PST,+294.807,-4.23464,-149.796,-255.893,-146.109,+256.731
2016-01-01 00:07:00 PST,+294.806,-4.23383,-149.795,-255.895,-146.115,+256.729
2016-01-01 00:07:10 PST,+294.731,-4.13567,-149.979,-255.673,-146.17,+256.811
2016-01-01 00:07:20 PST,+294.837,-3.98366,-149.868,-255.679,-146.115,+256.848
2016-01-01 00:07:30 PST,+294.841,-3.98291,-149.862,-255.683,-146.113,+256.847
2016-01-01 00:07:40 PST,+294.799,-3.9881,-149.9,-255.687,-146.222,+256.826
2016-01-01 00:07:50 PST,+294.826,-4.02128,-149.835,-255.764,-146.204,+256.798
2016-01-01 00:08:00 PST,+294.786,-4.02645,-149.872,-255.767,-146.311,+256.778
2016-01-01 00:08:10 PST,+294.786,-4.0272,-149.87,-255.769,-146.311,+256.777
