# file...... Voltage_684_seconds.csv
# date...... Sat Sep 02 13:19:34 2017
# user...... Jon
# host...... (null)
# target.... node 44
# trigger... (none)
# interval.. 10
# limit..... 0
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2016-01-01 00:00:00 PST,+2405.83,-59.1895,+0,+0,-1211.04,+2132.42
2016-01-01 00:00:10 PST,+2405.83,-59.1895,+0,+0,-1211.04,+2132.42
2016-01-01 00:00:20 PST,+2405.84,-59.2028,+0,+0,-1211.04,+2132.41
2016-01-01 00:00:30 PST,+2420.67,-59.3197,+0,+0,-1218.48,+2145.45
2016-01-01 00:00:40 PST,+2420.67,-59.3197,+0,+0,-1218.48,+2145.45
2016-01-01 00:00:50 PST,+2420.68,-59.3298,+0,+0,-1218.47,+2145.44
2016-01-01 00:01:00 PST,+2435.47,-59.5365,+0,+0,-1225.96,+2158.43
2016-01-01 00:01:10 PST,+2435.43,-59.5696,+0,+0,-1226.01,+2158.41
2016-01-01 00:01:20 PST,+2435.45,-59.5771,+0,+0,-1226,+2158.4
2016-01-01 00:01:30 PST,+2450.26,-59.7081,+0,+0,-1233.44,+2171.44
2016-01-01 00:01:40 PST,+2450.26,-59.7081,+0,+0,-1233.44,+2171.44
2016-01-01 00:01:50 PST,+2450.11,-59.7556,+0,+0,-1233.9,+2171.4
2016-01-01 00:02:00 PST,+2465.03,-60.2132,+0,+0,-1241.27,+2184.2
2016-01-01 00:02:10 PST,+2464.91,-60.2981,+0,+0,-1241.22,+2184.19
2016-01-01 00:02:20 PST,+2465.43,-59.2177,+0,+0,-1242.51,+2184.49
2016-01-01 00:02:30 PST,+2480.53,-59.2047,+0,+0,-1249.86,+2197.51
2016-01-01 00:02:40 PST,+2480.53,-59.1733,+0,+0,-1249.9,+2197.51
2016-01-01 00:02:50 PST,+2480.61,-59.1084,+0,+0,-1249.86,+2197.52
2016-01-01 00:03:00 PST,+2495.37,-59.311,+0,+0,-1257.38,+2210.52
2016-01-01 00:03:10 PST,+2495.36,-59.3121,+0,+0,-1257.4,+2210.51
2016-01-01 00:03:20 PST,+2495.38,-59.277,+0,+0,-1257.39,+2210.53
2016-01-01 00:03:30 PST,+2510.18,-59.3864,+0,+0,-1264.87,+2223.57
2016-01-01 00:03:40 PST,+2510.18,-59.3864,+0,+0,-1264.87,+2223.57
2016-01-01 00:03:50 PST,+2512.22,-58.9022,+0,+0,-1262.76,+2223.19
2016-01-01 00:04:00 PST,+2525.01,-61.8471,+0,+0,-1260.79,+2222.53
2016-01-01 00:04:10 PST,+2523.31,-64.5839,+0,+0,-1258.58,+2221.78
2016-01-01 00:04:20 PST,+2523.07,-64.8463,+0,+0,-1258.52,+2221.72
2016-01-01 00:04:30 PST,+2537.88,-65.0343,+0,+0,-1258.55,+2221.7
2016-01-01 00:04:40 PST,+2538.51,-63.4607,+0,+0,-1258.27,+2222.31
2016-01-01 00:04:50 PST,+2538.48,-63.4643,+0,+0,-1258.34,+2222.3
2016-01-01 00:05:00 PST,+2539,-64.0242,+0,+0,-1257.97,+2221.8
2016-01-01 00:05:10 PST,+2539.68,-62.396,+0,+0,-1257.71,+2222.4
2016-01-01 00:05:20 PST,+2539.91,-62.6591,+0,+0,-1257.55,+2222.18
2016-01-01 00:05:30 PST,+2541.46,-60.0062,+0,+0,-1256.74,+2223.03
2016-01-01 00:05:40 PST,+2542.59,-57.6302,+0,+0,-1254.99,+2223.97
2016-01-01 00:05:50 PST,+2542.18,-59.3493,+0,+0,-1255.13,+2222.77
